generated_at,window_start,window_end,total_plugins,non_fork_plugins,count_source,new_8h_repos,official_stars,official_forks,npm_weekly_downloads,npm_daily,npm_daily_date,delta_8h_stars,health_score,stale_7d,stale_1d,total_tracked,official_full_name,official_pushed_at,official_created_at,official_open_issues,health_activity,health_freshness,health_adoption,health_diversity
2026-09-05T09:54:57Z,2026-09-05T01:49:57Z,2026-09-05T09:54:57Z,13793,13623,topics-page,32,212688,24972,366625,44572,2026-09-02,467,40,9748,12546,13623,deepseek-ai/deepseek-harness,2026-09-04T11:34:31Z,2026-08-13T11:56:32Z,0,11,1,16,11
